185.160.128.0/24,BE,BE-BRU,Brussels,1000
185.160.129.0/24,BE,,,
185.160.130.0/24,BE,,,
185.160.131.0/24,LU,,,
94.142.132.0/24,NL,,,
94.142.133.0/24,NL,,,
94.142.134.0/24,NL,,,
94.142.135.0/24,NL,,,
185.221.184.0/24,BE,,,
185.221.185.0/24,BE,,,
185.221.186.0/24,BE,,,
185.221.187.0/24,BE,,,
46.182.192.0/24,BE,,, 
46.182.193.0/24,BE,,, 
46.182.194.0/24,BE,,, 
46.182.195.0/24,BE,,, 
46.182.196.0/24,BE,,, 
46.182.197.0/24,BE,,, 
46.182.198.0/24,BE,,, 
46.182.199.0/24,BE,,, 
93.115.9.0/24,LU,,,
